title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","While Jessi deals with menstrual mayhem, Nick tries to avoid showering with the guys, and Missy gets a makeover from her cousins in Atlanta.",7.9,639,26,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Bryan Francis']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","Forced out of his own body by his smug alter ego, Nick fights back - with help from his friends and the Gratitoad. Matthew comes out to his dad.",8.1,543,28,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Andres Salaff']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","On the last night of camp, bowel problems, a talent show and a hookup lead to chaos - and hurt feelings. Back home, Jay and Lola throw a pool party.",7.6,627,27,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Dave Stone']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']",A trippy haunted house hosted by Kappa Kappa Kill forces each of the friends to reckon with their biggest fears.,8.1,538,27,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Dave Stone']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","After seeing their eighth grade classmates coupled up, Nick and Andrew make a play for two seventh grade girls. Jessi adjusts to life in the city.",7.6,575,27,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Andres Salaff']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","On a trip to the 9/11 museum, Nick and Andrew sneak off to meet Jessi, Devon teaches Missy about code-switching, and Coach Steve gets a rude surprise.",7.8,576,28,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Bryan Francis']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","Thirty years in the future, rich but lonely game show host Nick prepares to flee a dying Earth. But first he has to track down the perfect plus-one.",7.9,609,26,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Dave Stone']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","Wracked with guilt, Andrew tries to keep his urges in check. Matthew's mom ices him out of the church bake-off after reading his texts.",8.0,510,27,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Bryan Francis']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","The kids at Bridgeton Middle explore enthusiastic consent, feminine pleasure, coercion and more in four short films.",7.8,509,27,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Andres Salaff']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']","At sleep-away camp, Jessi befriends her trans cabinmate, and Nick discovers his two best friends have a little too much in common.",7.7,688,27,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",['Andres Salaff']
Big Mouth,2017,Ongoing,"['Animation', 'Comedy', 'Romance']",Teenage friends find their lives upended by the wonders and horrors of puberty.,7.9,61304,30,,,"['Nick Kroll', 'John Mulaney', 'Jessi Klein', 'Jason Mantzoukas']",
Big Timber,2020,Ongoing,['Reality-TV'],"Big Timber follows the dangerous work of logger and sawmill owner Kevin Wenstob as he and his crew go to extremes to keep the family sawmill, and their way of life, alive.",6.5,333,,,,"['Sarah Fleming', 'Erik Wenstob', 'Kevin Wenstob', 'Coleman Willner']",
Big Vape,,,['Documentary'],The story of the controversial e-cigarette company Juul which transformed from scrappy tech startup to multi-billion-dollar tobacco company and in the process helped spark what top health authorities labeled an epidemic of youth addiction.,,,,,,,
Big Vape: The Incendiary Rise of Juul,,,['Documentary'],,,,,,,,
Big Words,2013,,"['Comedy', 'Drama']","Members of a once-promising hip-hop group, now in their late 30's, struggle with regret, disappointment, and change on Election Night 2008.",5.9,277,93,0.01,,"['Dorian Missick', 'Suzy Jane Hunt', 'Gbenga Akinnagbe', 'Darien Sills-Evans']",['Neil Drumming']
Big in Bollywood,2011,,['Documentary'],"27-year-old American-born Omi Vaidya, a struggling actor in L.A., miraculously lands a dream role in the Bollywood film ""3 Idiots"". Curious to better understand the world of Bollywood, four...",7.8,101,69,,,"['Omi Vaidya', 'Vidhu Vinod Chopra', 'Kevin Desmond', 'Rajkumar Hirani']","['Bill Bowles', 'Kenny Meehan']"
BigBug,,,"['Adventure', 'Comedy', 'Fantasy']",A group of bickering suburbanites find themselves stuck together when an android uprising causes their well intentioned household robots to lock them in for their own safety.,,,,,,"['Dominique Pinon', 'Elsa Zylberstein', 'Alban Lenoir', 'André Dussollier']",['Jean-Pierre Jeunet']
Bigflo & Oli: Hip Hop Frenzy,2020,,"['Documentary', 'Music']","In this intimate documentary, follow the French rap group Bigflo and Oli in their meteoric rise to fame. Join the two brothers through a decisively positive vibe from over 500 hours of filming.",6.8,102,100,,,"['Florian Ordonez', 'Olivio Ordonez', 'Fabian Ordonez', 'Will Smith']","['Jérémie Levypon', 'Florian Ordonez', 'Olivio Ordonez']"
Biggie: I Got a Story to Tell,2021,,"['Documentary', 'Biography', 'Music']","This documentary features rare footage filmed by Christopher Wallace's best friend, Damion ""D-Roc"" Butler, and interviews with his closest friends and family, revealing a side of Biggie Smalls that the world never knew.",6.9,4347,97,,,"['The Notorious B.I.G.', 'Damion Butler', ""Sean 'Diddy' Combs"", 'Voletta Wallace']",['Emmett Malloy']
"Bikram: Yogi, Guru, Predator",2019,,"['Documentary', 'Crime']",Tracing from his rise in the 1970s to his disgrace in accusations of rape and sexual harassment in more recent years.,6.7,6232,86,,,"['Larissa Anderson', 'Francesca Asumah', 'Sarah Baughn', 'Bikram Choudhury']",['Eva Orner']
Bikya,2018,,"['Comedy', 'Drama']","An international organization tries to kidnap Mustafa, an Egyptian cancer and AIDS medicine researcher.",4.5,105,95,,,"['Muhammad Ragab', 'Ayten Amer', 'Hasan Abdulfattah', 'Sabri Abdulmonem']",['Mohamed Hamdy']
Bill Burr: I'm Sorry You Feel That Way,2014,,['Comedy'],Comedian Bill Burr's 2014 stand-up comedy special.,8.3,7364,80,,TV Special,['Bill Burr'],['Jay Karas']
Bill Burr: Paper Tiger,2019,,['Comedy'],"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.",8.2,9499,67,,TV Special,['Bill Burr'],['Mike Binder']
Bill Burr: Walk Your Way Out,2017,,['Comedy'],"Comedian Bill Burr takes the stage in Nashville and riffs on such topics as overpopulation, fast food, dictators and gorilla sign language.",7.3,6625,77,,TV Special,['Bill Burr'],['Jay Karas']
Bill Burr: You People Are All the Same.,2012,,['Comedy'],"Funnyman Bill Burr takes the stage to uncork a profanity-laced, incisive routine that pokes fun at plastic surgery, reality TV, gold diggers and more.",8.3,6812,69,,TV Special,"['Bill Burr', 'Paul Virzi']",['Jay Karas']
Bill Cosby: 77,2014,,['Comedy'],This short film documents all that happened at comedian Bill Cosby's 77th birthday.,4.0,10,,,Video,['Bill Cosby'],['Robert Townsend']
Bill Cosby: Far from Finished,2013,,"['Documentary', 'Comedy']","Bill Cosby is ""Far From Finished."" In his first special in thirty years, he leaves the audience asking, ""How did he get inside our house?"" Whether he's talking about friendship, love or ...",6.8,464,95,,TV Special,"['Bill Cosby', 'Deana J. Becker', 'Stephanie Stallaing', 'Darryl M. Bell']",['Robert Townsend']
Bill Hicks: Reflections,2015,,"['Documentary', 'Short']","Stand up comedy legend 'Bill Hicks' is recalled by his brother, Steve, in this documentary. Steve tells the story of the family's religious family roots, in a film that examines Hicks' ...",6.8,127,34,,,"['Steve Hicks', 'Bill Hicks']",['Rodrigo Pelmonto']
Bill Hicks: Relentless,1992,,"['Documentary', 'Comedy']","Bill Hicks tells us how he feels about non-smokers, blow-jobs, religion, war and peace, drugs and music.",8.6,2425,61,,Video,['Bill Hicks'],['Chris Bould']
Bill Hicks: Revelations,1993,,"['Documentary', 'Comedy']","Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",8.6,2983,57,,TV Special,['Bill Hicks'],['Chris Bould']
Bill Hicks: Sane Man,1989,,"['Documentary', 'Comedy']",Classic stand-up performance recorded in Austin Texas in 1989.,8.4,2242,81,,Video,['Bill Hicks'],"['Kevin Booth', 'David Johndrow']"
Bill Nye Saves the World,2017,2018,"['Comedy', 'Talk-Show']",Scientist Bill Nye explores various problems and misconceptions from a scientific point of view.,3.6,6722,30,,,"['Bill Nye', 'Karlie Kloss', 'Rachel Bloom', 'Zach Braff']",
Billions,2016,Ongoing,['Drama'],"U.S. Attorney Chuck Rhoades goes after hedge fund king Bobby ""Axe"" Axelrod in a battle between two powerful New York figures.",8.4,74094,60,,,"['Paul Giamatti', 'Damian Lewis', 'Maggie Siff', 'David Costabile']",
Bimilui Soop,2017,Ongoing,"['Crime', 'Drama', 'Mystery']","With the help of a gutsy female detective, a prosecutor who has almost lost the ability to feel emotions tackles a strange murder case amid political corruption.",8.6,6339,60,,,"['Cho Seung-woo', 'Bae Doona', 'Lee Joon-hyuk', 'Jeon Bae-soo']",
Bing-ui,2019,Ongoing,"['Comedy', 'Crime', 'Drama']","Kang Pil Sung works as a detective. His instincts as a detective are excellent and he is foul-mouthed. He is both lazy and rough, but he is also soft-hearted. Hong Seo Jung has excellent ...",6.9,578,,,,"['Han Sun Jo', 'Jun-hee Ko', 'Sae-byeok Song', 'Jeong-hun Yeon']",
Binsenjo,2021,Ongoing,"['Comedy', 'Crime', 'Romance']","During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicine with a side of justice.",8.5,7888,80,,,"['Song Joong-ki', 'Jeon Yeo-bin', 'Taecyeon', 'Im Chul-soo']",
Biohackers,2020,Ongoing,"['Drama', 'Sci-Fi', 'Thriller']",A fast-paced thriller following medical student Mia Akerlund who discovers the use of highly advanced biohacking technology in her university town.,6.8,7563,44,,,"['Luna Wedler', 'Jessica Schwarz', 'Adrian Julius Tillmann', 'Caro Cult']",
Bir Baba Hindu,2016,,"['Action', 'Adventure', 'Comedy']","A disillusioned head of a mob falls in love with his yoga instructor. When she is kidnapped, he has to embark on journey from Istanbul to Mumbai to save her.",2.7,2410,112,,,"['Sermiyan Midyat', 'Burak Satibol', 'Nicole Faria', 'Safak Sezer']",['Sermiyan Midyat']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, - some by chance and some by force of will.",8.6,23472,49,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","A connection grows between Hilmi and Meryem. At Semiha's house, Ruhiye makes an earth-shattering revelation.",8.4,571,58,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']",Peri talks to Meryem about repressed emotions. Ruhiye and Yasin make amends. Hayrunnisa sets off on her own path.,8.6,612,45,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","A suspicious Meryem questions Yasin about Hayrunnisa, who grapples with guilt in the wake of tragedy. Ruhiye, Yasin and Meryem head for the village.",8.1,543,44,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']",Meryem tells Peri about her star-struck encounter. Tensions come to a head between Gülbin and her sister. Yasin orders Meryem to stop visiting Peri.,8.0,591,40,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","After Ruhiye's upsetting dream, Yasin encounters Hayrunnisa, the hodja's daughter. Melisa asks Peri to face her biases. Gülbin catches Sinan unawares.",8.1,574,49,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']",Ruhiye's condition deteriorates under Yasin's maltreatment. Peri crosses paths with Melisa. Meryem broaches a sensitive subject with Peri.,8.1,635,47,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","Afflicted by fainting spells, part-time cleaner Meryem confides in psychologist Peri - but she's reluctant to reveal one detail.",8.5,779,49,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Baskadir,2020,Ongoing,"['Drama', 'Thriller']","Gülbin ends her sessions with Peri, who reaches a breaking point. Ruhiye revisits a dark chapter in her past. An unwelcome figure follows Burcu.",8.1,524,55,,,"['Öykü Karayel', 'Fatih Artman', 'Funda Eryigit', 'Defne Kayalar']",['Berkun Oya']
Bir Denizalti Hikayesi,,,"['Action', 'Adventure', 'Drama']",The Struggle for the survival of a group of marine explorers on a submarine.,,,,,,"['Kivanç Tatlitug', 'Özge Özpirinçci', 'Meric Aral', 'Ersin Arici']",
Bir Denizalti Hikayesi,,,"['Action', 'Adventure', 'Drama']",,,,,,,"['Kivanç Tatlitug', 'Özge Özpirinçci', 'Meric Aral', 'Ersin Arici']",
Bird Box,2018,,"['Horror', 'Sci-Fi']","Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.",6.6,297927,124,,,"['Sandra Bullock', 'Trevante Rhodes', 'John Malkovich', 'Sarah Paulson']",['Susanne Bier']
Birders,2019,,"['Documentary', 'Short']",Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful bird species.,6.4,230,37,,,"['Esteban Berrones', 'Chris Birchfield', 'Mark Conway', 'Juana Dapa']",['Otilia Portillo Padua']
Birdman or (The Unexpected Virtue of Ignorance),2014,,"['Comedy', 'Drama']","A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production.",7.7,595946,119,42.34,,"['Michael Keaton', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough']",['Alejandro G. Iñárritu']
Bitten,2014,2016,"['Drama', 'Fantasy', 'Horror']",Elena navigates her life between the human world and the werewolf world as the only female of the species.,7.0,16925,44,,,"['Laura Vandervoort', 'Greyston Holt', 'Greg Bryk', 'Steve Lund']",
Bitter Daisies,2018,2020,"['Drama', 'Thriller']","While investigating the disappearance of a teenage girl in a tight-knit Galician town, a Civil Guard officer uncovers secrets linked to a loss of her own.",7.2,2864,70,,,"['Manolo Cortés', 'María Mera', 'Toni Salgado', 'Miquel Insua']",
Black Beach,2020,,"['Action', 'Drama', 'Thriller']",Carlos is a businessman who gets a request to intercede on behalf of a US engineer in the oil industry who's been kidnapped.,5.5,1299,110,,,"['Raúl Arévalo', 'Paulina García', 'Candela Peña', 'Claude Musungayi']",['Esteban Crespo']
Black Clover,2017,2021,"['Animation', 'Action', 'Adventure']","Asta and Yuno were abandoned together at the same church and have been inseparable since. As children, they promised that they would compete against each other to see who would become the next Emperor Magus.",8.3,13218,24,,,"['Dallas Reid', 'Cris George', 'Jill Harris', 'Christopher Sabat']",
Black Crab,2022,,"['Action', 'Adventure', 'Thriller']","Black Crab is an existential thriller set in a civil war during a time that could very well be our own. From a military base near the coast, four soldiers are sent on a mission to carry some capsules further south to a research center.",,,,,,"['Noomi Rapace', 'Aliette Opheim', 'Jakob Oftebro', 'Dar Salim']",['Adam Berg']
Black Earth Rising,2018,,['Thriller'],"Kate is a survivor of the Rwandan genocide whose adoptive mother, an international lawyer, faces a case that will shake their lives.",7.5,4361,60,,,"['John Goodman', 'Michaela Coel', 'Noma Dumezweni', 'Lucian Msamati']",
Black Heart,2014,,['Drama'],"Blaming a crooked media mogul for the death of his journalist sister, a surgeon enlists the help of a beautiful psychologist to get revenge.",6.5,41,,,,,
Black Ink Crew,2012,Ongoing,['Reality-TV'],Black Ink Crew: Black Ink documents the tattoo artists at a Harlem tattoo shop and all of the celebrities they cater to.,4.6,383,42,,,"['Ashley Nicole Bermudez', 'Ceaser Emanuel', 'Dutchess Lattimore', 'Kevin Laroy']",
Black Lagoon,2006,,"['Animation', 'Action', 'Adventure']","A Japanese businessman, captured by modern-day pirates, is written off and left for dead by his company. Tired of the corporate life, he opts to stick with the mercenaries that kidnapped him, becoming part of their gang.",8.0,13031,25,,,"['Megumi Toyoguchi', 'Daisuke Namikawa', 'Maryke Hendrikse', 'Brad Swaile']",
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']","With Freeland under occupation, the Pierce family gets pulled in different directions; Jefferson and Lynn are at odds with each other; Jennifer feels powerless despite having powers.",6.7,363,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Oz Scott']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",A crusading school principal gets back into action as the original African-American electrical superhero.,6.1,23354,43,,,"['Cress Williams', 'Nafessa Williams', 'Christine Adams', ""Marvin 'Krondon' Jones III""]",
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",Black Lightning faces off against Gravedigger.,7.5,311,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Salim Akil']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",Jefferson faces new challenges due to the shocking state of Freeland; Lynn finds herself under intense pressure as she desperately tries to find a solution to the continuing crisis in Freeland; Anissa continues her work at the clinic.,7.0,341,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Mary Lou Belli']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",Black Lightning goes up against the ASA; Tobias continues to manipulate Lynn.,7.2,328,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Neema Barnette']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",The Pierces fear for Jennifer's life.,7.3,395,41,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Tasha Smith']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']","When Lynn learns that Jefferson brokered a deal with Agent Odell without consulting her first, it begins to put a strain on their relationship; Anissa and Grace have an emotional encounter.",7.0,357,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Benny Boom']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",Jefferson has to navigate the post Crisis world. Lynn's determination to save meta kids gets her in trouble. Blackbird has a new challenge. Jennifer and Brandon bond.,7.0,309,40,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Eric Laneuville']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",Anissa and Jefferson have a heart-to-heart and she tells him she needs Black Lightning's help in escorting meta refugees out of the perimeter; Gambi implores Lynn to help get him access to the pit; Jennifer grows closer to Brandon.,6.7,323,41,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Oz Scott']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",Jefferson and Anissa join forces with the ASA to help one of their own; Lynn is forced to continue battling her demons.,7.2,302,41,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Bille Woodruff']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']","Black Lightning and his team descend upon Markovia on a mission to rescue Lynn, who finds herself in even more trouble when she meets a metahuman on the Markovian side.",7.8,329,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Salim Akil']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']","Jefferson, Anissa and Jennifer discover that the ASA is now hunting the entire Pierce family. Meanwhile, Lynn does the unthinkable.",7.0,304,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Michael Schultz']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']","Jefferson struggles with the effects on his family, leading to a decision that has tragic consequences; Anissa's identity is threatened; Odell takes an important step toward winning over Jennifer.",7.3,342,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Robert Townsend']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']","As the battle continues, old alliances are revisited and new alliances forged.",7.1,288,,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Benny Boom']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']",Jefferson is torn between his loyalty to this family and his commitment to saving Freeland; Anissa's commitment to Grace deepens; Jennifer makes an interesting discovery.,6.7,329,42,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Jeff Byrd']
Black Lightning,2017,2021,"['Action', 'Drama', 'Sci-Fi']","After learning that Gravedigger and the Markovians are coming to attack Freeland, the Pierce family prepares for war.",7.3,300,41,,,"['Cress Williams', 'China Anne McClain', 'Nafessa Williams', 'Christine Adams']",['Oz Scott']
Black Man White Skin,2015,,['Documentary'],Shows the health risks and social problems African albino's face. Advocacy groups in Spain are trying to help them.,6.3,49,78,,,"['Óscar Jaenada', 'Ochoa Juan', 'Zoe Saldana']",['Jose Manuel Colón Armario']
Black Mirror,2011,Ongoing,"['Drama', 'Sci-Fi', 'Thriller']","An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.",8.8,469407,60,,,"['Daniel Lapaine', 'Hannah John-Kamen', 'Michaela Coel', 'Beatrice Robertson-Jones']",
Black Mirror: Bandersnatch,2018,,"['Drama', 'Fantasy', 'Mystery']",A young programmer starts to question reality when he adapts a mad writer's fantasy novel into a video game.,7.1,118074,90,,,"['Fionn Whitehead', 'Craig Parkinson', 'Alice Lowe', 'Asim Chaudhry']",['David Slade']
Black Privilege,2019,,['Family'],"When low-income families move into a thriving black community in Chicago, they find themselves at odds with politicians to maintain their status.",3.3,205,79,,TV Movie,"['Anah Ambuchi', 'Malcom Banks', 'Sarah Cigan', 'Tommy Corts']",['Mark Harris']
Black Sails,2014,2017,"['Adventure', 'Drama']","Follows Captain Flint and his pirates twenty years prior to Robert Louis Stevenson's classic novel ""Treasure Island.""",8.2,96550,56,,,"['Jessica Parker Kennedy', 'Toby Stephens', 'Hannah New', 'Zach McGowan']",
Black Site Delta,2017,,['Action'],"A group of military prisoners must fight off a terrorist attack on their prison which, unbeknownst to them, is a cover for a secret drone control facility.",3.8,995,87,,,"['Cam Gigandet', 'Teri Reeves', 'Benjamin Charles Watson', 'Sherri Eakin']",['Jesse Gustafson']
Black Space,2020,Ongoing,"['Crime', 'Drama', 'Thriller']",An ordinary morning at a small-town High School turns into a nightmare when anonymous figures in masks have committed a massacre leaving four dead students.,6.8,1074,45,,,"['Guri Alfi', 'Assi Levy', 'Reut Alush', 'Shai Avivi']",
Black Stallions,,,['Comedy'],,,,,,,"['Don Cheadle', 'Lil Rel Howery']",
Black Summer,2019,Ongoing,"['Action', 'Drama', 'Horror']","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.",6.5,25453,40,,,"['Jaime King', 'Justin Chu Cary', 'Christine Lee', 'Zoe Marlett']",
Black Summer,2019,Ongoing,"['Action', 'Drama', 'Horror']","Life and death spin savagely out of control. Familiar faces scramble to survive the brutality, and wrenching betrayal lurks around every corner.",7.8,736,44,,,"['Jaime King', 'Justin Chu Cary', 'Christine Lee', 'Zoe Marlett']",['John Hyams']
Blackout,2013,,['Drama'],There is a Power Cut in the UK for a week and this is a Docu-Drama about that.,6.5,230,90,,TV Movie,"['Jemima Abey', 'Maisie Abraham', 'Komal Amin', 'Faraz Ayub']",['Ben Chanan']
Blackout,,,['Drama'],Six different black love stories that take place during a power outage on a sweltering summer night.,,,,,XLI,,
Blackpink: Light Up the Sky,2020,,"['Documentary', 'Music']",Chart the meteoric rise of the South Korean girl group BLACKPINK in director Caroline Suh's documentary.,7.5,5531,79,,,"['Reila Post', 'Blackpink', 'Jennie Kim', 'Jisoo Kim']",['Caroline Suh']
Blame!,2017,,"['Animation', 'Action', 'Drama']","In the distant future, humans are declared ""illegal residents"" and hunted to near extinction by murderous robots. One day, a group of human scavengers come across a strange man named Killy, who may be the key to humanity's survival.",6.7,7432,106,,,"['Takahiro Sakurai', 'Kana Hanazawa', 'Sora Amamiya', 'Mamoru Miyano']",['Hiroyuki Seshita']
Blanche comme neige,2019,,"['Comedy', 'Drama']","Claire, a beautiful young woman works at her late father's hotel that is now managed by her evil stepmother Maud. Claire unwittingly sparks uncontrollable jealousy in Maud, whose young ...",5.3,921,112,,,"['Lou de Laâge', 'Isabelle Huppert', 'Charles Berling', 'Damien Bonnard']",['Anne Fontaine']
Blasted,2022,,"['Action', 'Comedy', 'Sci-Fi']","Blasted follows childhood friends Sebastian and Mikkel, who are reunited for Sebastian's bachelor party. While Mikkel never matured past teenage laser tag-prodigy, Sebastian has grown into ...",,,,,,,['Martin Sofiedal']
Blazing Transfer Students,2017,,"['Action', 'Adventure', 'Comedy']",Seven transfer students (all played by members of the Japanese group Johnny's West) get called to a high school run by a mysterious headmaster. What do these seven seemingly unrelated transfer students have in common?,6.6,110,,,,"['Ryusei Fujii', 'Takahiro Hamada', 'Takeshi Kaga', 'Tomohiro Kamiyama']",
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Ichigo and the others manage to make it through to the Soul Society?,8.0,194,24,,,"['Masakazu Morita', 'Noriaki Sugiyama', 'Hiroki Yasumoto', 'Yuki Matsuoka']","['Noriyuki Abe', ""Jun'ya Koshiba""]"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Forced to stay alert and on their toes, Ichigo and his fellow ryoka continue to be hunted by Shinigami.",7.8,183,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Keizô Kusakawa']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Rukia and Ichigo track the mod soul in Ichigo's body to a local elementary school.,7.8,233,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Yuki Matsuoka', 'Toshiyuki Morikawa']","['Noriyuki Abe', 'Akira Shimizu']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']",Orihime is paid a visit by a Hollow at school and discovers her own spiritual powers?,7.8,204,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Takuji Kimura']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","On their flight into the Seireitei, Ichigo and the others are separated.",7.9,185,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Takuji Kimura']"
Bleach: Burîchi,2004,2012,"['Animation', 'Action', 'Adventure']","Furious after hearing the news of the defection of three captains, Sajin Komamura arrives at the Sokyoku ready to beat the treachery out of Aizen and his lackeys.",9.0,186,24,,,"['Masakazu Morita', 'Fumiko Orikasa', 'Noriaki Sugiyama', 'Hiroki Yasumoto']","['Noriyuki Abe', 'Hodaka Kuramoto']"
