title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Soundtrack,2019,,"['Drama', 'Musical']",Music connects the lives of random people living in Los Angeles.,6.8,1910,56,,,"['Paul James', 'Callie Hernandez', 'Marianne Jean-Baptiste', 'Jenna Dewan']",
Soupçons,2004,2018,"['Documentary', 'Crime', 'Drama']",The high-profile murder trial of American novelist Michael Peterson following the death of his wife in 2001.,7.9,20200,629,,,"['Michael Peterson', 'David Rudolf', 'Ron Guerette', 'Martha Ratliff']",
South Park,1997,Ongoing,"['Animation', 'Comedy']","Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",8.7,340148,22,,,"['Trey Parker', 'Matt Stone', 'Isaac Hayes', 'Mona Marshall']",
Southcliffe,2013,,"['Drama', 'Thriller']","Following a rash of shootings in an English market town, the crimes are retold through the eyes of a journalist and the tragedies' victims.",7.0,2702,188,,,"['Rory Kinnear', 'Sean Harris', 'Shirley Henderson', 'Anatol Yusef']",
Southern Justice,2006,,"['Action', 'Adventure', 'Thriller']","M.D. Selig's feature thriller, SOUTHERN JUSTICE throws ex-military sniper Slim Manning into the gritty underworld of a small southern town where fundamentalist religion moves into the ...",3.1,126,96,0.14,,"['M.D. Selig', 'Michael Childers', 'Lisa Robert', 'Rico Cymone']",['M.D. Selig']
Southern Survival,2020,Ongoing,['Reality-TV'],"The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders.",5.7,281,,,,"['Mikki Montgomery', 'Steve Jordan']",
Southland's Most Wanted,2004,,['Documentary'],,,,,,,,['Mark Landre Gould']
Southpaw,2015,,"['Action', 'Crime', 'Drama']","After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.",7.4,223775,124,52.42,,"['Jake Gyllenhaal', 'Rachel McAdams', 'Oona Laurence', 'Forest Whitaker']",['Antoine Fuqua']
Soy Rada: Serendipity,2021,,['Comedy'],"The delightful Argentine comic Agustín Aristarán is back, this time putting the spotlight on family and parenting, magic and music.",5.8,55,68,,TV Special,['Mago Radagast'],['Pablo Faro']
Space Force,2020,Ongoing,['Comedy'],"Armed with weapons that are less than intimidating, Space Force soldiers - led by General Naird - play war games with their Air Force rivals.",6.8,1711,30,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Dee Rees']
Space Force,2020,Ongoing,['Comedy'],"It's conjugal visit time and General Naird is all systems go. Meanwhile, Dr. Chan and Captain Ali carpool, and Dr. Mallory deals with a time crunch.",7.0,1496,32,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['David Rogers']
Space Force,2020,Ongoing,['Comedy'],"General Naird volunteers for Dr. Mallory's Lunar Habitat Experiment. Meanwhile, Erin tries to throw a party, and Space Force gets a snazzy new look.",7.0,1787,31,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Paul King']
Space Force,2020,Ongoing,['Comedy'],"With the launch just days away, General Naird copes with an unprepared crew. Captain Ali searches for the perfect words, and Erin visits her mom.",7.7,1536,35,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Daina Reid']
Space Force,2020,Ongoing,['Comedy'],"Under pressure to retaliate against China, General Naird wrestles with his conscience. Dr. Mallory makes an ominous threat, and Erin goes rogue.",7.2,1489,36,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Daina Reid']
Space Force,2020,Ongoing,['Comedy'],Four-star general Mark Naird - leader of the newly created Space Force - is pressured to launch a satellite despite dire warnings from scientists.,6.9,2711,35,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Paul King']
Space Force,2020,Ongoing,['Comedy'],"While General Naird and Dr. Mallory brace themselves for a contentious hearing on Capitol Hill, Erin gets to know Captain Ali.",7.3,1958,30,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Tom Marshall']
Space Force,2020,Ongoing,['Comedy'],A heavily hyped entrepreneur offers to let Space Force use her revolutionary rocket fuel. Dr. Chan gives Captain Ali a crash course in botany.,7.0,1529,26,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Jeffrey Blitz']
Space Force,2020,Ongoing,['Comedy'],The people tasked with creating a sixth branch of the armed services: The Space Force.,6.7,49116,30,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",
Space Force,2020,Ongoing,['Comedy'],"Flying high after his war games win, General Naird comes crashing back to reality when he learns there may be a spy in Space Force.",7.2,1585,34,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Dee Rees']
Space Force,2020,Ongoing,['Comedy'],"With his beloved satellite severely hobbled, General Naird must decide between a well-reasoned scientific solution and a chimp-led rescue operation.",7.4,2314,32,,,"['Steve Carell', 'John Malkovich', 'Ben Schwartz', 'Diana Silvers']",['Tom Marshall']
Space Racers,2014,Ongoing,"['Animation', 'Family', 'Sci-Fi']","Join the students at Stardust Space Academy, while they go on missions to learn new facts while having fun. With engaging and fun characters the leader of the Space Racers, and Hawk.",7.3,74,22,,,"['Rick Zieff', ""Joey D'Auria"", 'Meyer DeLeeuw', 'Phil Lollar']",
Spaceman of Bohemia,,,"['Adventure', 'Drama', 'Sci-Fi']","Jakub Procházka, who orphaned as a boy and raised in the Czech countryside by his grandparents, overcomes his odds to become the country's first astronaut.",,,,,,"['Adam Sandler', 'Carey Mulligan', 'Paul Dano', 'Isabella Rossellini']",['Johan Renck']
Spark: A Burning Man Story,2013,,"['Documentary', 'Action', 'Biography']","Each year, 60,000 people from around the globe gather in a dusty windswept Nevada desert to build a temporary city, collaborating on large-scale art and partying for a week before burning a...",6.2,562,90,0.12,,"['Harley K. Dubois', 'Marian Goodell', 'Larry Harvey', 'John Law']","['Steve Brown', 'Jessie Deeter']"
Sparking Joy with Marie Kondo,2021,Ongoing,['Reality-TV'],"In this reality series, Marie Kondo brings her joyful tidying tactics to people struggling to balance work and home life and shares her own world.",,,,,,['Marie Kondo'],
Sparta,2018,,"['Drama', 'Thriller']",Without the right to make a mistake. Without the right to rematch,6.6,173,53,,,"['Marina Kaletskaya', 'Yuliya Marchenko', 'Alexander Petrov', 'Artyom Tkachenko']",['Egor Baranov']
Spartacus,1960,,"['Adventure', 'Biography', 'Drama']",The slave Spartacus leads a violent revolt against the decadent Roman Republic.,7.9,128685,197,30.0,,"['Kirk Douglas', 'Laurence Olivier', 'Jean Simmons', 'Charles Laughton']",['Stanley Kubrick']
Spartacus: Blood and Sand,2010,2013,"['Action', 'Adventure', 'Biography']","The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",8.5,228484,55,,,"['Andy Whitfield', 'Lucy Lawless', 'Manu Bennett', 'Daniel Feuerriegel']",
Spartacus: Gods of the Arena,2011,,"['Action', 'Adventure', 'Biography']","In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.",8.5,130057,331,,,"['John Hannah', 'Manu Bennett', 'Peter Mensah', 'Dustin Clare']",
Special Correspondents,2016,,['Comedy'],A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,5.8,21512,101,,,"['Ricky Gervais', 'Eric Bana', 'Vera Farmiga', 'Kelly Macdonald']",['Ricky Gervais']
Spectral,2016,,"['Action', 'Adventure', 'Sci-Fi']",A sci-fi/thriller story centered on a special-ops team that is dispatched to fight supernatural beings.,6.3,55165,107,,,"['James Badge Dale', 'Emily Mortimer', 'Bruce Greenwood', 'Max Martini']",['Nic Mathieu']
Spectros,2020,Ongoing,"['Fantasy', 'Thriller']",A group of teenagers gets unintentionally involved in a conflict between Japanese Shinto ghosts and Brazilian witchcraft.,4.7,356,,,,"['Cláudia Okuno', 'Danilo Mesquita', 'Mariana Sena', 'Enzo Barone']",
Spellbinder,1995,Ongoing,"['Adventure', 'Family', 'Fantasy']","When a prank at a school camp goes drastically wrong, 15-year-old Paul Reynolds is blasted into an alternative reality and has to try to find a way home.",8.2,1981,24,,,"['Zbych Trofimiuk', 'Gosia Piotrowska', 'Brian Rooney', 'Michela Noonan']",
Spenser Confidential,2020,,"['Action', 'Comedy', 'Crime']","When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate, Hawk, to take down criminals.",6.2,77727,111,,,"['Mark Wahlberg', 'Winston Duke', 'Alan Arkin', 'Iliza Shlesinger']",['Peter Berg']
Spider-Man,2002,,"['Action', 'Adventure', 'Sci-Fi']","When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",7.3,709684,121,403.71,,"['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe', 'James Franco']",['Sam Raimi']
Spider-Man: Far from Home,2019,,"['Action', 'Adventure', 'Sci-Fi']","Following the events of Avengers: Endgame (2019), Spider-Man must step up to take on new threats in a world that has changed forever.",7.5,363012,129,390.53,,"['Tom Holland', 'Samuel L. Jackson', 'Jake Gyllenhaal', 'Marisa Tomei']",['Jon Watts']
Spijt!,2013,,"['Drama', 'Family', 'Music']","David's classmate Jochem is bullied because he is too heavy. Although David increasingly stands up to the bullying, it turns out to be too late.",7.1,2515,95,,,"['Robin Boissevain', 'Dorus Witte', 'Stefan Collier', 'Charlotte Bakker']",['Dave Schram']
Spinning Out,2020,,"['Drama', 'Sport']","A figure skating Olympic hopeful's struggle to balance love, family and fragile mental health as her dream of winning takes a dizzying hold.",7.6,11776,48,,,"['Kaya Scodelario', 'January Jones', 'Willow Shields', 'Evan Roderick']",
Spirit Rangers,,,"['Animation', 'Action', 'Adventure']","Follows Native American sibling trio Kodiak, Summer and Eddy Skycedar, who have a shared secret-they're ""Spirit Rangers!""",,,,,,,
Spirit Riding Free,2017,2019,"['Animation', 'Action', 'Adventure']","When a huge storm sparks danger for a wild herd, Jim and Spirit ride off to the rescue, leaving a very pregnant Kate in Lucky's care.",8.1,15,23,,,"['Amber Frank', 'Robert Ben Garant', 'Nolan North', 'Tiya Sircar']","['Josh Taback', 'Andrew Tolbert']"
Spirit Riding Free,2017,2019,"['Animation', 'Action', 'Adventure']","A career day at school finds Lucky and her friends shadowing adults with interesting jobs. But Lucky has so many passions, it's hard to pick just one!",8.0,13,23,,,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Dee Bradley Baker']","['Sean Mullen', 'Beth Sleven']"
Spirit Riding Free,2017,2019,"['Animation', 'Action', 'Adventure']",A confident Pru can't wait to prove herself in the ring at a prestigious riding competition. But Lucky's convinced someone's setting her up to lose.,8.5,14,23,,,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Beth Dover']","['Sean Mullen', 'Greg Rankin', 'Beth Sleven']"
Spirit Riding Free,2017,2019,"['Animation', 'Action', 'Adventure']","The PALs put on their best clothes to make wonderful first impressions in their boarding school interviews, but the city proves to be full of opportunity for mishaps.",8.1,13,,,,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Darcy Rose Byrnes']","['Sean Mullen', 'Jim Schumann']"
Spirit Riding Free,2017,2019,"['Animation', 'Action', 'Adventure']",,8.2,14,,,,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Dee Bradley Baker']","['Stephen Cooper', 'Sean Mullen', 'Allan Jacobsen']"
Spirit Riding Free,2017,2019,"['Animation', 'Action', 'Adventure']",The wild west adventures of a free-spirited girl and her wild stallion horse companion.,6.6,904,23,,,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Nolan North']",
Spirit Riding Free,2017,2019,"['Animation', 'Action', 'Adventure']","The PALs team up to take care of Lucky's new baby sister, Polly -- and an adorable wolf cub they found in the wild. What could possibly go wrong?",8.0,11,23,,,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Duncan Joiner']","['Stephen Cooper', 'Sean Mullen', 'Allan Jacobsen']"
Spirit Riding Free,2017,2019,"['Animation', 'Action', 'Adventure']","With a new year in sight, fearless Lucky and her friends are reliving all of their adventures and looking forward to whatever the future brings.",,,2,,,,
Spirit Riding Free: Pony Tales,2017,Ongoing,"['Animation', 'Short', 'Adventure']",,6.7,61,,,,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Darcy Rose Byrnes']",
Spirit Riding Free: Ride Along Adventure,2020,,"['Animation', 'Short', 'Action']","Join Lucky and her friends on a mission to save Maricela's beloved mare, Mystery, from greedy horse thieves who've taken her captive with a wild herd.",5.8,42,22,,TV Short,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Bella Aboulhosn']","['Allan Jacobsen', 'Beth Sleven', 'Kevin Wotton', 'Stephen Cooper', 'Josh Taback']"
Spirit Riding Free: Riding Academy,2020,Ongoing,"['Animation', 'Action', 'Adventure']",In a small Western town a young girl from the city forms a tight bond with wild horse Spirit while having adventures with her friends.,7.1,66,,,,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Darcy Rose Byrnes']",
Spirit Riding Free: Spirit of Christmas,2019,,"['Animation', 'Adventure', 'Drama']",,5.8,82,45,,TV Special,"['Amber Frank', 'Bailey Gambertoglio', 'Sydney Park', 'Evan Agos']","['Allan Jacobsen', 'Kevin Wotton', 'Stephen Cooper', 'Josh Taback']"
Spirit Untamed,2021,,"['Animation', 'Adventure', 'Family']",Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,5.4,1741,88,,,"['Isabela Merced', 'Marsai Martin', 'Mckenna Grace', 'Walton Goggins']","['Elaine Bogan', 'Ennio Torresan']"
Spivak,2018,,['Comedy'],Struggling writer Wally Spivak is stuck in a rut - - until he meets an engaged couple and starts to see life in a whole new way.,5.6,673,91,,,"['Michael Bacall', 'Maggie Lawson', 'Elden Henson', 'Mark Webber']","['Anthony Abrams', 'Adam Larson Broder']"
Splatter,2009,Ongoing,['Horror'],"After self-righteous rock star Jonny Splatter puts a bullet in his own head, only five people are chosen to attend the reading of Splatter's will: the manager, the shrink, the guitarist, ...",3.2,518,29,,,"['Corey Feldman', 'Mark Alan', 'Tony Todd', 'Erin Way']",
Splinter Cell,,,"['Animation', 'Action', 'Adventure']",TV series adaptation of the popular video game 'Splinter Cell'.,,,,,,,
Spooks: The Greater Good,2015,,"['Action', 'Drama', 'Thriller']","When a terrorist escapes custody during a routine handover, Will Holloway must team with disgraced MI5 Intelligence Chief Harry Pearce to track him down before an imminent terrorist attack on London.",6.2,21963,104,,,"['Kit Harington', 'Peter Firth', 'Jennifer Ehle', 'Michael Wildman']",['Bharat Nalluri']
Spotless,2015,Ongoing,"['Crime', 'Drama']",The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,7.8,3419,60,,,"['Marc-André Grondin', 'Denis Ménochet', 'Miranda Raison', 'Doug Allen']",
Spriggan,2022,Ongoing,"['Animation', 'Action', 'Adventure']",An ancient alien civilization's relics on Earth hold dangerous powers. The ARCAM corporation's Spriggan agents must keep them out of the wrong hands.,,,,,,"['Yôhei Azakami', 'Kenji Hamada', 'Mariya Ise', 'Chiaki Kobayashi']",
Springsteen on Broadway,2018,,"['Documentary', 'Music']","The intimate, final performance of Bruce Springsteen's 236-show run at Jujamcyn's Walter Kerr Theatre on Broadway.",8.5,2040,153,,TV Movie,"['Bruce Springsteen', 'Patti Scialfa']",['Thom Zimny']
Spy Kids,2001,,"['Action', 'Adventure', 'Comedy']","Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.",5.5,111413,88,112.72,,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino']",['Robert Rodriguez']
Spy Kids: Mission Critical,2018,Ongoing,"['Animation', 'Action', 'Adventure']","The series centers around brother and sister team Juni and Carmen Cortez as they attend Spy Kids Academy, a top secret spy school for kid agents. When a new counter-spy agency threatens the...",4.9,292,,,,"['Nicholas Coombe', 'Ashley Bornancin', 'Carter Hastings', 'Caitlyn Bairstow']",
Spycraft,2021,,['Documentary'],Non fiction series about the tools of the trade. Based upon the book by Henry R. Schlesinger.,6.7,1496,271,,,"['Keith Melton', 'Dylan Berry', 'Robert Bigman', 'Hamet Yousef']",
Squadra antifurto,1976,,"['Action', 'Comedy']","Tomas Milian as the unconventional undercover cop with a pet mouse named 'Serpico'. Still difficult for an investigation commissioner Nico Giraldi, this time struggling with a gang who commits theft in luxury apartments in Rome.",6.4,311,102,,,"['Tomas Milian', 'Robert Webber', 'Lilli Carati', 'Giuseppe Pambieri']",['Bruno Corbucci']
Squadra antigangsters,1979,,"['Action', 'Comedy', 'Crime']","An ex policeman, now working for Interpol, and his ex assistant find themselves caught up in a Mafia war. With the help of a large dose of luck, two sexy women and the timely arrival of ...",5.5,239,90,,,"['Tomas Milian', 'Enzo Cannavale', 'Asha Puthli', 'Margherita Fumero']",['Bruno Corbucci']
Squadra antimafia,1978,,"['Action', 'Comedy', 'Crime']",Undercover cop Nico Giraldi travels to New York and Las Vegas to find a crooked cop who gave his squadron back in Italy a bad name.,6.0,316,91,,,"['Tomas Milian', 'Enzo Cannavale', 'Bombolo', 'Margherita Fumero']",['Bruno Corbucci']
Squadra antitruffa,1977,,"['Action', 'Comedy']",A rude Roman policeman Nico Giraldi and an English detective team up in search of a gang that has carried out an enormous fraud against the Lloyd's of London.,6.4,345,95,,,"['Tomas Milian', 'David Hemmings', 'Anna Cardini', 'Alberto Farnese']",['Bruno Corbucci']
Squid Game,2021,Ongoing,"['Drama', 'Mystery', 'Thriller']",Round Six depicts a story of people who decide to become the players of a mysterious survival game that has a whopping 40-million-dollar prize at stake.,,,,,,"['Jung-jae Lee', 'Hae-soo Park', 'Geoffrey Giuliano']",
Sr. Pig,2016,,['Drama'],"A beautiful road movie, and a chance to talk about love for Mexico through the eyes of an American.",5.8,1152,100,,,"['Danny Glover', 'Maya Rudolph', 'José María Yazpik', 'Joel Murray']",['Diego Luna']
"Ssam, Maiwei",2017,,"['Comedy', 'Romance']","Ko Dong Man, a high school Taekwondo champion who is now pursuing a career in the UFC, and Choi Ae Ra, a dynamic girl whose desire is to become a famous announcer, have been best friends ...",8.1,4325,70,,,"['Seo Jun Park', 'Kim Ji-Won', 'Jae-hong Ahn', 'Song Ha-Yoon']",
Ssanggabpocha,2020,,"['Comedy', 'Fantasy', 'Mystery']",A young man with an unique ability begins working for a centuries-old bar owner who resolves her customers' emotional troubles by entering their dreams.,8.1,1414,70,,,"['Hwang Jeong-eum', 'Sung-Jae Yook', 'Choi Wonyoung', 'Lee Joon-hyuk']",
Ssawooja Gwishina,2016,,"['Comedy', 'Fantasy', 'Romance']",A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he's discovered over the ...,7.6,1964,60,,,"['Taecyeon', 'Kim So-Hyun', 'Lee Da-wit', 'Kang Ki-Young']",
Sseo-ni,2011,,"['Comedy', 'Drama']","Seven girls become good friends in high school, then events pull them apart for 25 years. When one of the friends lies dying in a hospital, she wishes to see each of them one last time.",7.8,5405,124,,,"['Ho-jeong Yu', 'Shim Eun-kyung', 'Hee-kyung Jin', 'Min-yeong Kim']",['Hyeong-Cheol Kang']
Sseulsseulhago Chalranhashin: Dokkaebi,2016,2017,"['Comedy', 'Drama', 'Fantasy']","In his quest for a bride to break his immortal curse, Dokkaebi, a 939-year-old guardian of souls, meets a grim reaper and a sprightly student with a tragic past.",8.6,14034,60,,,"['Gong Yoo', 'Kim Go-eun', 'Lee Dong-Wook', 'Yoo In-Na']",
St. Agatha,2018,,"['Horror', 'Thriller']","In the 1950s in small-town Georgia, a pregnant young woman named Agatha seeks refuge in a convent.",4.9,4873,103,,,"['Sabrina Kern', 'Carolyn Hennesy', 'Courtney Halverson', 'Lindsay Seim']",['Darren Lynn Bousman']
Staged,2020,2021,"['Comedy', 'Drama']","David Tennant and Michael Sheen star as two actors whose West End play has been put on hold due to Covid-19, but whose director has persuaded them to carry on rehearsing online.",8.6,5037,22,,,"['Michael Sheen', 'David Tennant', 'Georgia Tennant', 'Anna Lundberg']",
Staged Killer,2019,,['Thriller'],"When a former co-host, Jake Everett, works his way back into the professional life of popular TV morning show host Naomi Spencer, the show's success skyrockets, but Naomi's personal life begins to fall apart.",3.5,264,88,,,"['Chrishell Stause', 'Nicole Bilderback', 'Jason Dolley', 'Darrin Dewitt Henson']",['Christopher Ray']
Stai lontana da me,2013,,['Comedy'],"Jacopo is a very unlucky man, untill he meet Sara at a wedding party. And then his whole life changes. And so hers. Especially hers.",5.8,708,100,,,"['Enrico Brignano', 'Ambra Angiolini', 'Anna Galiena', 'Giampaolo Morelli']",['Alessio Maria Federici']
Stalked by My Doctor,2015,,['Thriller'],A doctor's obsession with a teenage patient turns violent and dangerous.,5.5,1462,88,,TV Movie,"['Eric Roberts', 'Brianna Joy Chomer', 'Deborah Zoe', 'Jon Briddell']",['Doug Campbell']
Stalked by My Doctor: The Return,2016,,['Thriller'],"Dr. Beck, who has changed his name, saves a young teenage girl drowning in Mexico, whom he falls in love with. As always, there are some complications in his way, but he has plans to possibly get past them and get the girl of his dreams.",5.7,766,97,,TV Movie,"['Eric Roberts', 'Claire Blackwelder', 'Hilary Greer', 'Mark Grossman']",['Doug Campbell']
Stamped from the Beginning,,,['Documentary'],Following the roots and evolution of racist concepts in the United States in order to understand today's society.,,,,,,,['Roger Ross Williams']
Stamped from the Beginning: The Definitive History of Racist Ideas in America,,,['Documentary'],"A hybrid documentary/scripted feature based on Dr. Kendi's National Book Award-winning ""Stamped from the Beginning: The Definitive History of Racist Ideas"".",,,,,,,['Roger Ross Williams']
"Stamped: Racism, Antiracism and You",,,['Documentary'],"Racism, how it was originated in America and how it has persisted, with hopes of learning how to counter it.",,,,,,,['Roger Ross Williams']
Standup and Away! with Brian Regan,2018,Ongoing,['Comedy'],Bryan Regan blends his trademark observational stand-up with short sketches and a bit of audience interaction in this hybrid comedy series.,5.8,370,24,,,"['Brian Regan', 'Beth Triffon', 'Eddie Alfano', 'Lynn Andrews']",
Star Trek,1966,1969,"['Action', 'Adventure', 'Sci-Fi']","In the 23rd Century, Captain James T. Kirk and the crew of the U.S.S. Enterprise explore the galaxy and defend the United Federation of Planets.",8.3,76213,50,,,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'Nichelle Nichols']",
Star Trek: Deep Space Nine,1993,1999,"['Action', 'Adventure', 'Drama']","In the vicinity of the liberated planet of Bajor, the Federation space station Deep Space Nine guards the opening of a stable wormhole to the far side of the galaxy.",8.0,55687,45,,,"['Avery Brooks', 'Rene Auberjonois', 'Cirroc Lofton', 'Alexander Siddig']",
Star Trek: Discovery,2017,Ongoing,"['Action', 'Adventure', 'Drama']","Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.",7.2,101079,60,,,"['Sonequa Martin-Green', 'Doug Jones', 'Anthony Rapp', 'Mary Wiseman']",
Star Trek: The Next Generation,1987,1994,"['Action', 'Adventure', 'Mystery']","Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on their own mission to go where no one has gone before.",8.6,106181,44,,,"['Patrick Stewart', 'Brent Spiner', 'Jonathan Frakes', 'LeVar Burton']",
Star Trek: Voyager,1995,2001,"['Action', 'Adventure', 'Sci-Fi']","Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",7.8,61917,44,,,"['Kate Mulgrew', 'Robert Beltran', 'Roxann Dawson', 'Robert Duncan McNeill']",
Star Wars: The Clone Wars,2008,2020,"['Animation', 'Action', 'Adventure']",Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.,8.3,71904,23,,,"['Tom Kane', 'Dee Bradley Baker', 'Matt Lanter', 'James Arnold Taylor']",
StarBeam,2020,Ongoing,"['Animation', 'Action', 'Adventure']",,4.8,12,33,,,"['Terry Klassen', 'Jaeda Lily Miller', 'Nahanni Mitchell', 'Abigail Journey Oliver']",['Jon Izen']
StarBeam,2020,Ongoing,"['Animation', 'Action', 'Adventure']","Zoey is excited to tackle second grade, but when danger beckons, she sneaks away and with her signature call out and transforms into StarBeam, the speediest, most powerful and most enthusiastic superhero to ever sip from a juicebox.",6.9,71,,,,"['Nahanni Mitchell', 'Dean Petriw', 'Terry Klassen', 'Sam Vincent']",
StartUp,2016,2018,"['Crime', 'Thriller']","A desperate banker, a Haitian-American gang lord and a Cuban-American hacker are forced to work together to unwittingly create their version of the American dream - organized crime 2.0.",7.9,22971,44,,,"['Adam Brody', 'Edi Gathegi', 'Otmara Marrero', 'Kristen Ariza']",
Stash House,2012,,['Thriller'],"Dave and Amy have found the perfect house, until they discover a stash of heroin and end up imprisoned in it by violent thugs.",4.8,2655,99,,,"['Sean Faris', 'Briana Evigan', 'Dolph Lundgren', 'Jon Huertas']",['Eduardo Rodriguez']
Stateless,2020,,['Drama'],"Four strangers' lives collide at an immigration detention centre; a woman escaping a cult, a refugee fleeing persecution, a father escaping a dead-end job and a bureaucrat on the verge of a national scandal.",7.8,384,,,,"['Yvonne Strahovski', 'Jai Courtney', 'Asher Keddie', 'Fayssal Bazzi']",['Emma Freeman']
Stateless,2020,,['Drama'],"Clare's relentless hunt for the leak in Barton pays off, while Cam wrestles with his conscience over the beaten detainee. Sofie uncovers an ambitious escape plan, and Mina tries to support her grief-stricken father.",8.1,298,,,,"['Yvonne Strahovski', 'Jai Courtney', 'Asher Keddie', 'Fayssal Bazzi']",['Emma Freeman']
Stateless,2020,,['Drama'],Margot makes an important discovery that leads her to believe Sofie is imprisoned at Barton. Clare cuts a deal with Ameer that will change his and Mina's futures. Cam faces the repercussions of his past decisions. (Final),8.5,310,,,,"['Yvonne Strahovski', 'Jai Courtney', 'Asher Keddie', 'Fayssal Bazzi']",['Jocelyn Moorhouse']
Stateless,2020,,['Drama'],"Tensions run high as Clare struggles to keep control of Barton. Sofie's mental health deteriorates as the memory of what Gordon did to her is resurrected. Ameer's lies come undone, putting his visa chances in severe jeopardy.",8.3,292,,,,"['Yvonne Strahovski', 'Jai Courtney', 'Asher Keddie', 'Fayssal Bazzi']",['Jocelyn Moorhouse']
Stateless,2020,,['Drama'],A peaceful protest turns chaotic as detainees break out of Barton and Clare struggles with the fallout. Cam discovers Janice is harbouring the escapees and Ameer tries to keep the secret of how he made it to Australia.,8.2,295,,,,"['Yvonne Strahovski', 'Jai Courtney', 'Asher Keddie', 'Fayssal Bazzi']",['Jocelyn Moorhouse']
Stateless,2020,,['Drama'],Ambitious bureaucrat Clare Kowitz arrives at Barton as the new General Manager and is struck by the extent of the facility's dysfunction. Ameer finally makes it to Australia only to discover tragic news awaits him.,8.0,322,,,,"['Yvonne Strahovski', 'Jai Courtney', 'Asher Keddie', 'Fayssal Bazzi']",['Emma Freeman']
Stateless,2020,,['Drama'],"Inspired by true events; a woman escaping a cult, a refugee fleeing with his family, a father trapped in a dead-end job, and a bureaucrat on the verge of a national scandal find their lives intertwined in an immigration detention centre.",7.6,7693,316,,,"['Yvonne Strahovski', 'Jai Courtney', 'Asher Keddie', 'Fayssal Bazzi']",
Stay Close,,,"['Crime', 'Drama', 'Mystery']",,,,,,,"['Bethany Antonia', 'Richard Armitage', 'Daniel Francis', 'Poppy Gilbert']",
Stay Close,,,"['Crime', 'Drama', 'Mystery']",,,,,,,"['Leon Annor', 'Bethany Antonia', 'Richard Armitage', 'Daniel Francis']",
