title,start_year,end_year,genre,plot_summary,rating,votes,run_time,gross,production_type,actors,director
Dynasty,2017,Ongoing,['Drama'],Adam attempts to sabotage Blake and Cristal's plans; Dominique tries to reconcile with Jeff.,7.2,274,42,,Series,"['Elizabeth Gillies', 'Daniella Alonso', 'Rafael de la Fuente', 'Sam Underwood']",['Kenny Leon']
"Breakfast, Lunch & Dinner",2019,Ongoing,['Documentary'],,7.6,125,,,Series,"['David Chang', 'Seth Rogen']",['Jason Zeldes']
"Breakfast, Lunch & Dinner",2019,Ongoing,['Documentary'],,6.8,79,,,Series,"['David Chang', 'John Legend', 'Chrissy Teigen']",['Blake Davis']
"Breakfast, Lunch & Dinner",2019,Ongoing,['Documentary'],,6.4,59,,,Series,"['David Chang', 'Lena Waithe']",['Dara Horenblas']
"Breakfast, Lunch & Dinner",2019,Ongoing,['Documentary'],David and Kate McKinnon explore Cambodia,7.6,61,,,Series,"['David Chang', 'Kate McKinnon']",
Unsolved Mysteries,2020,Ongoing,"['Documentary', 'Crime', 'Mystery']",A massive earthquake and tsunami devastated Japan in March 2011. Residents share stories of the spirits they encountered in the wake of the disaster.,5.1,584,47,,Series,"['Teruo Konno', 'Kansho Aizawa', 'Taio Kaneta', 'Kazuya Sasaki']",['Clay Jeter']
Anne,2017,2019,"['Drama', 'Family']",Anne rallies the town to speak out against injustice.,9.3,1611,44,,Series,"['Amybeth McNulty', 'Geraldine James', 'R.H. Thomson', 'Dalila Bela']",['Paul Fox']
The Last Kingdom,2015,Ongoing,"['Action', 'Drama', 'History']","Aethelflaed and Uhtred ally with the Welsh king Hywel to face Cnut's army of a thousand warriors at the Battle of Tettenhall, hoping that they will be joined by Edward's troops.",9.4,2105,51,,Series,"['Cavan Clerkin', 'Craig Russell', 'Alexander Dreymon', 'Finn Elliot']","[""Sarah O'Gorman""]"
Lucifer,2016,2021,"['Crime', 'Drama', 'Fantasy']","Amenadiel helps Chloe investigate a nun's untimely demise. Meanwhile, Lucifer lends Dan a hand, and Linda reveals a painful part of her history.",8.9,3232,55,,Series,"['Tom Ellis', 'Lauren German', 'Kevin Alejandro', 'D.B. Woodside']",['Sam Hill']
Explained,2018,Ongoing,['Documentary'],Explained looks at the growth of athleisure fashion. It examines how casual dressing became the norm throughout the world. It began with the development of leisure time which encourage ...,7.2,237,,,Series,"['Aya Cash', 'Kate Hudson', 'Chip Wilson', 'Valerie Steele']",
Scams,2019,Ongoing,"['Action', 'Crime', 'Drama']",,7.1,7,,,Series,"['Shôdai Fukuyama', 'Asuka Hanamura', 'Tomoya Maeno', 'Naomi Nishida']",
Scams,2019,Ongoing,"['Action', 'Crime', 'Drama']",,,,,,Series,"['Shôdai Fukuyama', 'Asuka Hanamura', 'Tomoya Maeno', 'Naomi Nishida']",
Scams,2019,Ongoing,"['Action', 'Crime', 'Drama']",,,,,,Series,"['Shôdai Fukuyama', 'Asuka Hanamura', 'Tomoya Maeno', 'Naomi Nishida']",['Yûki Hara']
Dynasty,2017,Ongoing,['Drama'],Adam receives unexpected attention from Blake; Fallon turns her attention to her former business.,7.8,193,42,,Series,"['Elizabeth Gillies', 'Daniella Alonso', 'Rafael de la Fuente', 'Sam Underwood']",['Brandi Bradburn']
La casa de las flores,2018,2020,"['Comedy', 'Drama']","Paulina is determined to buy back the family's former flower shop and cabaret, but obstacles arise. Diego makes a peace offering. Elena comes clean.",6.6,155,32,,Series,"['Cecilia Suárez', 'Aislinn Derbez', 'Dario Yazbek Bernal', 'Juan Pablo Medina']",['Manolo Caro']
La casa de las flores,2018,2020,"['Comedy', 'Drama']","Elena wants to keep her new job a secret. Paulina asks the former drag performers to return to the cabaret. Ernesto meets the Flock's founder, Jenny.",6.8,143,,,Series,"['Cecilia Suárez', 'Aislinn Derbez', 'Dario Yazbek Bernal', 'Juan Pablo Medina']","['Alberto Belli', 'Manolo Caro']"
La casa de las flores,2018,2020,"['Comedy', 'Drama']","After returning from Spain, María José takes issue with Paulina, while Bruno accompanies Micaela to her talent show audition. Julián makes a decision.",6.5,140,,,Series,"['Cecilia Suárez', 'Aislinn Derbez', 'Dario Yazbek Bernal', 'Juan Pablo Medina']",['Alberto Belli']
La casa de las flores,2018,2020,"['Comedy', 'Drama']","Elena, Paulina and Julián attempt to track down the mystery man in Virginia's photos. Ernesto convinces Cacas to join the Flock.",6.5,129,,,Series,"['Cecilia Suárez', 'Aislinn Derbez', 'Dario Yazbek Bernal', 'Arturo Ríos']",['Santiago Limón']
La casa de las flores,2018,2020,"['Comedy', 'Drama']","Diego confronts Lucía about a secret she's been keeping from Julián. Ernesto's jealousy takes hold. On a night out with Alejo, Paulina feels tempted.",6.4,123,,,Series,"['Cecilia Suárez', 'Aislinn Derbez', 'Dario Yazbek Bernal', 'Juan Pablo Medina']",['Yibran Asuad']
La casa de las flores,2018,2020,"['Comedy', 'Drama']","Diego asks Elena for a very personal favor for him and Julián. Paulina gets closer to Alejo. Eliminations continue on ""Mexico's Most Talented.""",6.9,121,,,Series,"['Cecilia Suárez', 'Aislinn Derbez', 'Dario Yazbek Bernal', 'Juan Pablo Medina']",['Manolo Caro']
Barbarians,2020,Ongoing,"['Action', 'Adventure', 'Drama']",Ari leads Varus and three Roman legions into the Teutoburg Forest - and into history. Thusnelda makes a bloody sacrifice to preserve the alliance.,8.1,939,49,,Series,"['Laurence Rupp', 'Jeanne Goursaud', 'David Schütter', 'Bernhard Schütz']",['Steve Saint Leger']
Barbarians,2020,Ongoing,"['Action', 'Adventure', 'Drama']",Ari and Thusnelda forge a political marriage and begin uniting the fractious Germanic tribes. Folkwiin is believed dead but has actually been enslaved.,7.4,728,46,,Series,"['Laurence Rupp', 'Jeanne Goursaud', 'David Schütter', 'Bernhard Schütz']",['Steve Saint Leger']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","Mr. Wilford has arrived. And as this new threat rattles Snowpiercer to its core, Melanie makes a move that can't be undone.",7.9,1145,47,,Series,"['Jennifer Connelly', 'Daveed Diggs', 'Mickey Sumner', 'Alison Wright']",['Christoph Schrewe']
Mortel,2019,2021,"['Crime', 'Drama', 'Fantasy']","Determined to find his missing brother, high school troublemaker Sofiane ropes timid classmate Victor into a pact with a mysterious figure.",7.0,58,49,,Series,"['Carl Malapa', 'Némo Schiffman', 'Manon Bresch', 'Corentin Fila']",['Edouard Salier']
She-Ra and the Princesses of Power,2018,2020,"['Animation', 'Action', 'Adventure']","The day of Glimmer's coronation arrives, overshadowed by grief. Accompanied by Adora and Bow, she embarks on a quest to find the Chamber of Queens.",8.3,926,24,,Series,"['Aimee Carrero', 'Karen Fukuhara', 'AJ Michalka', 'Marcus Scribner']","['Christina Manrique', 'Diana Huh', 'David Dwooman Woo']"
She-Ra and the Princesses of Power,2018,2020,"['Animation', 'Action', 'Adventure']","Glimmer sends Adora, Perfuma, Bow and Huntara to retrieve Mara's ship, but the Horde beats them to it. Catra meets Double Trouble, a shapeshifter.",8.2,909,24,,Series,"['Aimee Carrero', 'Karen Fukuhara', 'AJ Michalka', 'Marcus Scribner']","['Roy Burdine', 'Mandy Clotworthy']"
She-Ra and the Princesses of Power,2018,2020,"['Animation', 'Action', 'Adventure']","The village of Elberon throws a party for Adora, Bow and Swift Wind. A village girl named Flutterina helps when the Horde springs another trap.",8.0,900,24,,Series,"['Aimee Carrero', 'Karen Fukuhara', 'AJ Michalka', 'Marcus Scribner']",['Jen Bennett']
The Sinner,2017,Ongoing,"['Crime', 'Drama', 'Mystery']",Ambrose investigates Jamie's past; Leela gives birth as Jamie's anxiety reaches a breaking point.,7.1,1347,44,,Series,"['Bill Pullman', 'Jessica Hecht', 'Parisa Fitz-Henley', 'Eddie Martinez']",['Andrew McCarthy']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","Melanie fights for survival in treacherous conditions, vying to do what others before her could not.",8.4,1146,46,,Series,"['Jennifer Connelly', 'Daveed Diggs', 'Iddo Goldberg', 'Rowan Blanchard']",['Leslie Hope']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']",Layton and Till investigate the murders. Wilford leads Miss Audrey down a dark path.,7.3,725,47,,Series,"['Daveed Diggs', 'Mickey Sumner', 'Alison Wright', 'Lena Hall']",['Rebecca Rodriguez']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","An engineering catastrophe on Snowpiercer forces Layton to make a difficult choice, one that might cost him everything.",7.9,830,48,,Series,"['Daveed Diggs', 'Mickey Sumner', 'Alison Wright', 'Lena Hall']",['Rebecca Rodriguez']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']",Those who are close with Layton grow anxious to learn their fates; Josie tests her newfound ability.,7.9,725,47,,Series,"['Daveed Diggs', 'Mickey Sumner', 'Alison Wright', 'Lena Hall']",['Clare Kilner']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","As the train approaches Melanie's retrieval point, Layton leads a furious attempt to try and pick her up but not without some sacrifices.",8.2,880,47,,Series,"['Jennifer Connelly', 'Daveed Diggs', 'Mickey Sumner', 'Alison Wright']",['Clare Kilner']
Ghost in the Shell SAC_2045,2020,Ongoing,"['Animation', 'Action', 'Crime']","The United States, 2045. Working as mercenaries, the Major and her team, including newbie Stan, defend a gated town from outlaws. Togusa takes a call.",6.2,121,25,,Series,"['Ray Chase', 'Richard Epcar', 'Melissa Fahn', 'Crispin Freeman']","['Shinji Aramaki', 'Kenji Kamiyama']"
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","An exchange is made between the two trains, but a greater revelation might be just over the horizon.",7.7,946,48,,Series,"['Jennifer Connelly', 'Daveed Diggs', 'Mickey Sumner', 'Alison Wright']",['Christoph Schrewe']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","Melanie embarks on her most dangerous mission yet, while Layton reckons with his personal choices.",7.7,881,45,,Series,"['Jennifer Connelly', 'Daveed Diggs', 'Mickey Sumner', 'Alison Wright']",['David Frazee']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","As the Big Alice crew are granted shore leave on Snowpiercer, Layton and Wilford have differing opinions on the future.",7.2,821,47,,Series,"['Daveed Diggs', 'Mickey Sumner', 'Alison Wright', 'Lena Hall']",['David Frazee']
Explained,2018,Ongoing,['Documentary'],Explained looks at how computer code now controls how we live. It looks at how computer code is pervasive in how it effects our lives. It looks at the development of machine code first in ...,7.7,271,,,Series,"['Karlie Kloss', 'Zeynep Tüfekçi', 'Alan Kay', 'Tim Wu']",
The Politician,2019,Ongoing,"['Comedy', 'Drama']","As Astrid pumps Payton for details about their long-ago dalliance, Hadassah hatches a cover-up for Dede, and McAfee seeks a healthier work-life balance.",8.0,446,44,,Series,"['Ben Platt', 'Judith Light', 'Lucy Boynton', 'Zoey Deutch']",['Gwyneth Horder-Payton']
The Politician,2019,Ongoing,"['Comedy', 'Drama']",Payton scrambles to salvage his campaign when he suffers a credibility crisis over a compromising photo and his commitment to fixing climate change.,8.0,445,41,,Series,"['Ben Platt', 'Judith Light', 'Lucy Boynton', 'Zoey Deutch']",['David Petrarca']
The Politician,2019,Ongoing,"['Comedy', 'Drama']","On Election Day, a mother and daughter argue over whether Payton and Dede is the better pick, motivating each to spend time with her chosen candidate.",8.8,508,28,,Series,"['Ben Platt', 'Judith Light', 'Lucy Boynton', 'Zoey Deutch']",['Ian Brennan']
The Politician,2019,Ongoing,"['Comedy', 'Drama']",A shocking ballot-box twist positions Payton at a moral and ethical crossroads that could define the rest of his political career and life.,8.2,401,35,,Series,"['Ben Platt', 'Judith Light', 'Lucy Boynton', 'Zoey Deutch']",['Tina Mabry']
The Politician,2019,Ongoing,"['Comedy', 'Drama']","With the senate race up for grabs, Payton and Dede prepare for an unconventional showdown, but a last-minute decision suddenly changes everything.",8.5,476,44,,Series,"['Ben Platt', 'Judith Light', 'Lucy Boynton', 'Zoey Deutch']",['Gwyneth Horder-Payton']
Snowpiercer,2020,Ongoing,"['Action', 'Drama', 'Sci-Fi']","Layton and Miss Audrey make a risky play for Big Alice, but Wilford has his own plans.",7.3,755,48,,Series,"['Daveed Diggs', 'Mickey Sumner', 'Alison Wright', 'Lena Hall']",['Leslie Hope']
The Stranded,2019,Ongoing,"['Adventure', 'Drama', 'Mystery']","Privileged students party and prepare to part ways when a powerful tsunami slams into their island. Weeks later, hope of a rescue starts to slip away.",7.2,64,46,,Series,"['Papangkorn Lerkchaleampote', 'Chutawut Phatrakampol', 'Oabnithi Wiwattanawarang', 'Chayanit Chansangavej']",['Sophon Sakdaphisit']
Stranger Things,2016,Ongoing,"['Drama', 'Fantasy', 'Horror']",,,,,,Series,"['David Harbour', 'Finn Wolfhard', 'Millie Bobby Brown', 'Sadie Sink']",['Shawn Levy']
Stranger Things,2016,Ongoing,"['Drama', 'Fantasy', 'Horror']",,,,,,Series,"['David Harbour', 'Finn Wolfhard', 'Millie Bobby Brown', 'Sadie Sink']",
The Dragon Prince,2018,Ongoing,"['Animation', 'Adventure', 'Drama']","To cross into Xadia, Rayla and Callum must find a way past a fearsome dragon who was blinded in a battle with a human.",8.6,463,,,Series,"['Rena Anakwe', 'Paula Burrows', 'Jack De Sena', 'Erik Dellums']",['Villads Spangsberg']
Avatar: The Last Airbender,2005,2008,"['Animation', 'Action', 'Adventure']",Both Aang and Zuko must learn the history of how the war began. Zuko learns a secret about his great-grandfather's past.,9.5,3779,25,,Series,"['Zach Tyler', 'Mae Whitman', 'Jack De Sena', 'Michaela Jill Murphy']",['Ethan Spaulding']
Dynasty,2017,Ongoing,['Drama'],Dominique presents Fallon with a business proposition; Blake and Cristal focus on the trial.,8.0,196,42,,Series,"['Elizabeth Gillies', 'Daniella Alonso', 'Rafael de la Fuente', 'Sam Underwood']",['Matt Earl Beesley']
The Umbrella Academy,2019,Ongoing,"['Action', 'Adventure', 'Comedy']",A desperate Five concocts a risky plan to intercept another version of himself. The FBI tortures Vanya. Diego discovers what causes the apocalypse.,8.6,2974,47,,Series,"['Elliot Page', 'Tom Hopper', 'David Castañeda', 'Emmy Raver-Lampman']",['Amanda Marsalis']
The Umbrella Academy,2019,Ongoing,"['Action', 'Adventure', 'Comedy']","As the Fives plot against each other, one of the siblings makes a big sacrifice to help Vanya. Plus, Lila learns the truth about her parents.",8.9,3141,40,,Series,"['Elliot Page', 'Tom Hopper', 'David Castañeda', 'Emmy Raver-Lampman']",['Amanda Marsalis']
Johnny Test,2005,Ongoing,"['Animation', 'Action', 'Adventure']",Susan agrees to do all of Johnny's math homework for a month if he will agree to keep Bling-Bling away from her. Johnny & Dukey want $5000 to buy a new HDTV to watch Mega-Battle-Wrestling 9.,5.6,28,23,,Series,"['James Arnold Taylor', 'Louis Chirillo', 'Maryke Hendrikse', 'Ashleigh Ball']",['Larry Jacobs']
Virgin River,2019,Ongoing,"['Drama', 'Romance']",Jack asks Mel for help when Charmaine experiences a complication in her pregnancy. Hope insists that Doc keep their relationship a secret.,7.7,400,45,,Series,"['Alexandra Breckenridge', 'Martin Henderson', 'Colin Lawrence', 'Benjamin Hollingsworth']",['Andy Mikita']
Virgin River,2019,Ongoing,"['Drama', 'Romance']",Mel endeavours to help an uncooperative Charmaine get hydrated while thinking about what transpired with Jack. Calvin offers Brady a new job.,7.6,338,44,,Series,"['Alexandra Breckenridge', 'Martin Henderson', 'Colin Lawrence', 'Benjamin Hollingsworth']",['Gail Harvey']
Virgin River,2019,Ongoing,"['Drama', 'Romance']","Despite Mel's efforts, Charmaine's stay at Hope's house gets off to a rocky start. A situation involving Paige's past intensifies unexpectedly.",7.8,390,44,,Series,"['Alexandra Breckenridge', 'Martin Henderson', 'Colin Lawrence', 'Lauren Hammersley']",['Andy Mikita']
Virgin River,2019,Ongoing,"['Drama', 'Romance']","The town attends the annual picnic where residents engage in friendly competition, romantic tiffs and - as far as Mel is concerned - too much gossip.",7.6,332,43,,Series,"['Alexandra Breckenridge', 'Martin Henderson', 'Colin Lawrence', 'Benjamin Hollingsworth']",['Gail Harvey']
Virgin River,2019,Ongoing,"['Drama', 'Romance']",Jack's war memories haunt him when he reunites with his Marine friends. Mel struggles to handle conflict with her sister-in-law.,7.6,303,48,,Series,"['Alexandra Breckenridge', 'Martin Henderson', 'Colin Lawrence', 'Benjamin Hollingsworth']",['Martin Wood']
Jamtara: Sabka Number Ayega,2020,Ongoing,['Crime'],"The successful phishing scams of Rocky, Sunny and their friends pique a corrupt local politician's interest. Tension brews between Rocky and Sunny.",7.4,136,34,,Series,"['Amit Sial', 'Dibyendu Bhattacharya', 'Aksha Pardasany', 'Sparsh Srivastav']",['Soumendra Padhi']
13 Reasons Why,2017,2020,"['Drama', 'Mystery', 'Thriller']",Clay is forced to confront his anxiety on the senior camping trip as a suspicious email threatens to turn the friends against each other.,5.1,1714,59,,Series,"['Dylan Minnette', 'Grace Saif', 'Christian Navarro', 'Alisha Boe']",['Michael Sucsy']
The Dragon Prince,2018,Ongoing,"['Animation', 'Adventure', 'Drama']","At his first High Council meeting, King Ezran faces a flurry of difficult decisions. Rayla guides Callum through a wonderland of magical creatures.",8.4,434,,,Series,"['Paula Burrows', 'Sasha Rojen', 'Racquel Belmonte', 'Jesse Inocalla']",['Villads Spangsberg']
Super Monsters,2017,Ongoing,"['Animation', 'Adventure', 'Comedy']","It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday.",4.8,61,23,,Series,"['Gigi Saul Guerrero', 'Elyse Maloway']",
